1000984	train	302
1001284	train	191
10021906	train	267
10022268	dev	284
10022522	train	271
10022756	dev	37
10023119	dev	11
10023282	train	169
10023329	train	12
10023788	test	251
10023798	train	326
10024240	train	204
10024785	train	191
10024837	train	335
10024990	train	155
10025129	train	165
10025624	train	219
10025872	train	255
10025910	train	25
10025956	train	251
10026168	train	462
10026205	train	343
10026857	train	270
10027429	train	442
10027655	train	505
10027711	train	444
10027775	train	366
10027919	train	520
10028001	train	126
10028330	train	159
10028363	train	134
10029255	test	213
10029267	train	332
10029352	train	129
10029963	dev	229
10030690	train	368
10030729	dev	143
1003266	train	91
1003508	train	273
1003559	train	109
10036222	dev	385
10036895	dev	299
10037178	train	587
10037268	train	98
10037391	train	360
10037708	train	348
100472	test	114
10047930	train	355
10048152	train	401
10048154	train	417
10048155	train	664
10048156	test	372
10049085	dev	5
10049088	train	5
10049261	train	470
1004943	train	180
10049986	train	678
10050642	train	338
10050945	train	415
10051580	dev	348
10051604	train	388
10051702	train	432
10051900	test	382
10051936	train	313
10052017	train	263
10052252	test	108
10052453	train	170
10052484	train	330
10052646	dev	410
10052739	train	175
10053169	dev	449
1005658	train	359
10058	train	180
1006248	train	290
10063969	train	397
10064001	train	256
10064184	train	288
10064379	dev	166
10065384	dev	160
10065903	train	272
10066062	train	169
10066710	train	240
10066715	test	332
10067030	train	25
10067115	train	85
10067308	train	242
10067811	train	300
1006786	train	127
10067977	dev	343
10068386	test	272
10068399	train	7
10068984	train	141
10069120	train	11
10069350	train	402
10069470	train	332
10070173	train	418
10070247	train	12
10070497	test	419
10070961	train	422
10071024	dev	490
10071902	train	442
10072259	train	470
10072423	train	654
10072428	train	361
10072627	train	288
10072706	train	92
10072899	train	284
10072918	train	200
10073268	train	290
10073741	train	468
10073812	train	392
10074593	train	332
10074612	dev	213
10074961	train	243
10075057	train	506
10075076	dev	20
10075388	train	179
10075534	test	10
10075616	train	566
10075626	train	8
10075725	train	329
10076546	train	311
10076572	test	387
10078039	train	209
10078726	train	313
10079695	train	12
10080451	train	82
10080920	train	220
100809	dev	212
10081103	train	208
10082231	train	362
10082807	test	325
10083207	dev	16
10083875	test	232
10084062	train	351
10084258	test	296
10084551	train	10
10085150	train	680
10085477	train	146
10085752	train	127
10085753	train	241
10085879	dev	9
10086329	train	302
10086516	train	248
10086886	train	265
10086994	train	534
10087027	train	343
10087035	train	364
10087439	train	509
10087507	train	503
10087562	train	133
10087874	train	202
10088175	train	420
10088814	train	323
10088815	dev	698
10088956	test	149
10089087	train	340
10089252	train	318
10089841	dev	469
1008995	test	103
10090345	dev	398
10090350	train	359
10090435	dev	377
10090598	train	563
10090607	test	60
10090708	train	236
10090950	train	277
10091616	train	211
10091617	train	388
10091644	train	14
10091712	train	233
10092513	train	189
10092726	train	182
10093144	train	162
1009330	train	144
10093512	train	104
1009381	train	10
10094243	dev	215
10094550	train	182
10094932	train	295
10095180	train	167
10095804	train	367
10095859	train	270
10095983	train	307
10096345	test	142
10096763	train	315
10097144	train	255
10097224	train	395
10098948	train	382
10098949	train	635
10099047	train	170
10099659	train	341
10099885	train	428
10099891	test	101
10100024	train	222
10100047	train	387
10100081	train	618
10100273	train	292
10100293	train	221
10100445	train	124
10100560	train	210
10100699	train	374
10100918	train	132
10100995	train	408
10101034	train	409
10101147	train	349
10101241	train	435
10101632	train	122
10102407	train	387
10102531	dev	250
10102764	train	249
10103207	test	124
1011032	train	105
101223	train	207
1012448	dev	126
10129142	train	236
1013099	train	26
1013176	train	399
1013401	train	201
1013714	train	148
10147474	train	567
10149393	test	249
1015218	train	219
1015219	train	311
1015239	train	103
1015921	train	212
10161259	train	190
10172409	train	279
1017763	train	22
10178695	dev	125
10181070	train	371
10188144	train	475
10188965	train	257
10188988	train	401
10189013	train	121
10189017	dev	111
10189853	train	285
10190147	train	258
10190377	dev	539
10190394	train	382
10190405	train	425
10190540	train	20
10190573	dev	453
10190739	train	160
10190745	train	8
10190874	train	444
10190876	train	376
10192164	train	17
10192188	train	268
10192272	dev	235
10192275	test	465
10192380	train	17
10192720	train	15
1019273	train	170
10193175	train	126
10193204	train	246
10193215	train	168
10193283	train	306
10193651	train	717
10193655	train	288
10193745	dev	558
10193809	train	318
10193902	train	312
10193906	train	336
10194097	train	24
10194544	test	334
10194807	train	280
10195313	train	391
10195365	train	7
10195488	train	149
10195510	train	495
10197297	train	291
10197301	train	209
10197309	train	312
10197375	train	500
10197489	train	378
10198199	train	290
10198341	train	468
10198369	train	284
10198406	dev	336
10199103	train	7
10199359	train	17
10199625	train	352
10200201	train	558
10200513	train	350
1020054	test	229
10200551	train	220
10200566	train	232
10200746	train	188
10200757	dev	7
10200854	train	183
10200867	test	7
10200869	train	12
10201317	train	389
10202011	train	297
10203107	train	13
10203697	train	303
10203975	train	517
10204595	train	336
10204687	train	365
10204755	train	334
10204813	train	276
10204905	train	288
10205001	train	271
10205677	train	241
10205728	train	220
10206174	dev	400
10206466	train	161
10206825	dev	285
10207612	train	292
10207925	test	318
10208059	train	140
10208308	train	288
10208470	train	424
10208479	train	605
10208645	train	363
10208759	train	346
10210297	train	8
10211027	test	234
10211593	test	278
10212046	train	244
10212340	train	449
10213131	train	268
10213161	train	183
10213222	train	562
10213281	test	247
10213288	test	13
10213665	train	137
10213916	dev	554
10214012	train	228
10214039	train	218
10214877	train	25
10215102	train	209
10215105	test	281
10215191	test	375
10215237	train	321
10215634	train	385
10215643	train	374
10215673	train	341
10215687	train	492
10215688	dev	348
10215696	train	350
10215738	train	327
10215755	train	355
10215756	train	516
10216089	train	452
10216095	train	449
10216131	train	353
10216426	train	13
10216884	train	186
10217324	train	300
10217360	train	448
10217548	train	504
10217557	train	190
10217912	test	172
10217970	train	166
10218491	train	289
10218639	train	179
10218729	train	351
10218734	train	334
10218847	train	364
10219148	train	423
10219239	train	213
10219272	train	288
10219285	train	236
10219319	train	386
10219365	train	251
10219621	train	16
10219967	train	355
10220484	train	287
10220748	train	9
10220819	train	254
10220858	test	419
10220941	train	649
10221063	train	49
10221135	dev	17
10221197	dev	204
10221271	dev	280
10221416	train	325
10221490	train	373
10221822	train	217
10222124	dev	353
10222263	train	153
10222400	dev	341
10222443	dev	183
10223137	train	184
10223192	train	310
10223196	train	651
10223447	train	423
10223459	train	397
10224351	train	340
10224723	train	96
10224847	test	117
10225031	test	274
10225068	train	232
10225456	dev	416
10225597	test	398
10226068	train	364
10226092	train	372
10226349	dev	370
10226861	train	289
10226872	train	464
10226898	train	543
10226902	train	451
10227083	train	307
10227086	train	368
10227223	train	13
10227644	train	89
10228478	test	13
10228629	dev	371
10229127	train	180
10229175	dev	8
10229401	train	418
10229534	train	132
10229804	train	311
10230855	train	277
10230957	dev	15
10231437	train	398
10231603	test	131
10231640	train	409
10232502	train	247
10232584	train	373
10232591	train	266
10232715	train	364
10233450	train	215
10233493	train	496
10233563	dev	513
10233644	train	95
10234592	train	451
10234715	train	441
10234723	train	163
10235223	train	112
1023955	train	123
1026508	train	87
1026648	train	13
1027568	train	128
1028632	train	196
1029911	train	131
1030352	train	14
1030752	dev	240
103114	train	153
10318961	train	298
10319275	train	742
10320038	train	370
10320127	train	27
10320197	train	13
10321468	dev	149
10321497	dev	154
10321507	train	417
10321848	train	12
10322240	train	186
10322565	train	179
1032269	train	229
10323274	train	285
10323593	train	495
1032389	test	16
10325299	dev	127
10326030	train	164
10326742	train	452
10326862	train	520
10326941	train	449
10327032	train	290
10327034	train	141
10327035	dev	134
10327070	train	421
10327207	train	205
10327425	dev	238
10327427	dev	436
10327480	train	183
10327902	train	357
10327925	train	13
10328107	train	429
10328182	train	299
10328196	train	249
10328827	train	257
10328874	train	386
10329179	dev	402
10329285	train	310
10329687	train	328
10330710	train	176
1033105	train	238
10331545	train	311
10331832	dev	106
10332040	train	380
10332431	train	417
10332487	train	405
10332490	train	422
10332545	dev	12
10333116	train	218
10333169	dev	221
10334203	train	415
10334322	train	436
10334361	train	168
10334423	train	412
10334496	train	269
10334528	train	522
10334802	dev	392
10334868	train	401
10335001	train	295
1033561	train	103
1033567	train	292
10336110	train	276
10336510	train	350
1033698	test	173
10337885	test	75
10337936	train	171
10337948	train	165
10338054	test	95
10338241	train	203
10339604	train	424
10339678	train	356
10339845	train	73
10340396	train	384
10340400	test	371
10340722	train	324
10340814	test	555
10340905	train	449
10340918	train	400
10341251	train	325
10341779	train	11
10342425	train	326
10342591	train	83
10342897	train	229
10342928	dev	136
10342929	train	67
10343081	train	252
10343282	train	405
103443	train	16
10344349	train	426
10344375	train	18
10344522	train	196
10344530	train	758
10344722	train	539
10344793	test	246
10347250	train	359
10347264	train	78
10347338	train	298
10347616	test	175
10347961	train	362
10347995	train	14
10348353	test	282
10349036	train	444
1034924	train	104
10349306	train	313
10349711	dev	342
10349844	train	251
10350002	train	364
10350027	train	467
10350033	train	102
10350034	train	324
10350640	train	218
10351924	train	408
10351966	train	338
10352363	train	397
10352832	dev	296
10353255	train	566
10353308	train	386
10353404	train	150
10353425	train	425
10353441	train	342
10353456	train	199
10353509	train	239
10353735	train	459
10353779	train	207
1035409	train	20
10354169	train	154
10354657	train	347
10355270	dev	18
1035530	train	27
10355701	train	465
10355819	train	324
10356006	train	12
10356289	train	160
10356632	train	271
10356706	dev	281
10356984	dev	211
10357070	train	247
10357114	train	332
10357338	train	282
10357637	test	22
10357772	train	438
10357840	test	403
10358093	train	346
10358842	train	70
10359656	test	365
10359729	dev	464
10359889	dev	406
10360122	train	396
10360187	dev	119
10360298	train	385
10360474	train	365
10361587	train	369
10362077	train	249
10362115	train	326
10362438	train	401
10362817	train	498
10363265	train	382
10363731	train	543
10364093	train	347
10364193	train	298
10364649	train	513
10364900	train	476
10365197	train	165
1036571	train	136
10365727	train	11
1036573	train	20
10365819	train	340
10366005	train	331
10366666	test	215
1036673	train	45
10367104	train	524
10367182	train	188
10367184	test	109
10367328	train	177
10367350	train	510
10367561	train	277
10367596	train	295
10368209	train	370
10368308	train	307
1036874	train	215
10368871	train	319
10368996	train	16
10369261	train	284
10369266	train	332
10369620	train	406
10369621	train	388
10370019	train	340
10370195	test	316
10370867	train	374
10371285	train	84
10372018	train	169
10372568	train	276
1037257	train	358
10373061	train	359
10373451	train	304
10373522	train	339
10373566	test	471
10373634	train	280
10374451	test	256
10374879	test	333
10375110	test	364
10376125	train	247
10376166	train	245
10376167	test	228
10376921	train	456
10376965	train	296
10377029	train	504
10377169	train	402
10377187	train	303
10377715	train	135
10378304	dev	138
10378468	train	577
10378723	train	12
10378820	train	389
10379001	train	309
10379522	dev	339
10379864	train	382
10380089	test	433
10381062	train	241
10381133	train	300
10381210	test	413
10381381	train	366
10381515	train	452
10381793	train	287
10381812	train	353
10382944	train	323
10383025	train	19
10383724	train	9
10383810	test	130
10383901	dev	463
10384915	train	316
10384922	train	199
10385251	train	416
10385689	train	239
10386060	train	214
10386162	train	324
10386229	dev	355
10386467	train	318
10386485	train	321
10386508	train	523
10386821	train	672
10388331	train	396
10388637	train	353
10389047	test	7
10389295	train	471
10389447	train	185
10389564	train	200
10389620	train	9
10389765	train	236
10389917	train	421
10389959	dev	12
10390295	dev	205
10390729	train	254
10390751	train	251
10390891	train	247
10391245	train	285
10391313	train	160
10391611	train	256
10392396	train	137
10392399	train	121
10392400	train	91
1039254	train	290
10392670	train	554
10393202	dev	357
10393373	train	130
10393408	train	167
10393680	train	375
10393963	dev	409
10394044	train	177
10394110	dev	425
10394456	train	238
10394548	train	254
10395027	train	404
10395125	dev	13
10395167	dev	132
10395222	train	455
10395629	dev	357
10396320	test	345
10396879	train	374
10397083	train	135
10397250	train	449
10397942	train	369
10398891	train	350
10399635	train	389
10400480	train	659
10400483	dev	563
10400838	test	494
10400907	train	365
10400993	train	595
10401022	train	292
10401023	train	384
10401464	train	7
10401472	test	6
10401555	dev	377
10401557	train	423
10401644	train	435
10401785	train	262
10401913	dev	164
10401918	train	347
10402051	test	96
10402106	dev	296
10402233	train	533
10402247	train	251
10402478	train	294
10402818	train	186
10403056	test	248
10403145	train	439
10403231	train	283
10403520	train	365
10403526	train	552
10403534	train	340
10403804	train	188
10403814	train	186
10404093	train	274
10404113	train	408
10404354	dev	412
10404535	test	293
10404545	train	86
10405561	train	125
10405912	train	436
10406016	train	266
10406274	train	116
10406406	train	354
10406828	train	366
10406832	train	423
10406839	train	387
10406995	train	275
10407097	train	362
10407528	dev	224
10407778	train	556
104080	train	17
10408248	train	277
10408491	train	56
10408542	dev	283
10408779	train	317
10408968	train	195
10409202	dev	397
10409307	train	253
10409924	dev	160
10410193	train	17
10410811	train	629
10410823	dev	404
10411295	train	367
10411312	train	206
10411763	train	308
10411768	dev	287
10411774	train	151
10411803	train	110
10411992	train	354
10412490	train	181
10412557	train	246
10412703	train	155
10412713	train	202
10412735	train	344
10413075	train	440
10413333	train	179
10413674	test	238
10413860	dev	133
10413987	train	544
10414434	train	319
10414481	train	151
10414674	train	324
10414782	train	370
10415707	train	23
10415878	test	230
10416005	train	361
10416216	train	600
10416739	train	346
10417034	train	245
10417040	train	265
10418752	train	463
10418781	train	314
10418821	test	227
10418941	dev	190
10420905	train	256
10421052	train	16
10421657	train	367
10421839	train	322
10422066	train	12
10422349	train	336
10422386	train	59
10422649	train	290
10422789	train	416
10422790	dev	185
10422945	train	376
10423162	train	331
10423164	train	310
10423592	train	184
10423626	train	269
10423659	test	490
10424294	test	260
10424319	train	501
10424880	train	369
10425061	train	10
10425576	train	215
10426492	train	521
10427351	train	145
10427794	train	109
10428046	train	315
10428472	train	173
10429995	train	27
10430060	train	558
10430095	train	435
10430476	train	380
10430617	train	541
10430982	train	487
10431119	train	330
10431236	train	202
10431323	train	422
10431581	train	239
10431876	train	10
10432212	dev	262
10432477	train	205
104329	train	271
10433468	train	284
10433872	train	187
10433983	train	342
10434236	train	348
10434319	dev	390
10434830	train	139
10435175	train	49
10435213	dev	243
10435384	train	379
10435392	dev	329
10435399	train	241
10435406	train	395
10435769	train	207
10435770	train	274
10435776	train	145
10436046	train	235
10436199	train	602
10437144	train	131
10437370	train	319
10437668	train	193
10437993	train	144
10439430	test	425
10439636	train	188
10439663	train	230
10439680	train	134
10440009	train	155
10440013	train	203
10440025	train	23
10440086	train	267
10440088	train	430
10440467	train	207
10440473	train	14
10440531	train	408
10440587	train	513
10440621	train	703
10441342	dev	435
10441482	test	217
10441511	train	188
10441568	dev	381
10441997	train	382
10442248	train	358
10442251	train	224
10442276	train	161
10443546	train	402
10444230	dev	437
10444806	train	157
10445348	train	339
10445391	train	850
10445569	test	76
10445599	train	350
10445667	train	320
10445756	train	402
10445770	dev	355
10446353	train	136
10446394	train	329
10446763	train	210
10447258	train	379
10447555	dev	323
10447880	train	420
10447906	train	147
10447915	train	116
10448083	train	207
10448828	train	444
10449034	train	369
